source,filename,language,urgency_count,cta_count,credential_count,body_length,subject_length,url_count,has_attachments,spf_pass,dkim_pass,dmarc_pass,label,confidence
synthetic,synthetic_legitimate_2479442778768.eml,it,0,0,0,131,36,0,0,0,0,0,0,0.3465295821883726
synthetic,synthetic_phishing_2479442828496.eml,it,2,1,3,187,50,1,0,1,1,0,1,0.7007641418360835
synthetic,synthetic_phishing_2479442811152.eml,it,2,1,3,154,44,1,0,0,0,0,1,0.8310000476465429
synthetic,synthetic_phishing_2479442840848.eml,it,1,2,4,170,41,1,0,0,0,0,1,0.7314665557186819
synthetic,synthetic_phishing_2479442820944.eml,it,3,1,1,222,56,1,0,0,1,0,1,0.7885748702382842
synthetic,synthetic_phishing_2479442811728.eml,it,2,1,5,253,55,1,0,0,0,0,1,0.776178402048901
synthetic,synthetic_legitimate_2479442779920.eml,it,0,0,0,177,30,0,0,1,1,1,0,0.15709508044799636
synthetic,synthetic_legitimate_2479442873808.eml,it,0,0,0,183,39,0,0,0,1,1,0,0.3111215732687422
synthetic,synthetic_phishing_2479442831760.eml,it,2,1,4,240,38,1,1,1,0,0,1,0.9084908399468017
synthetic,synthetic_phishing_2479442808656.eml,it,3,1,4,243,59,1,0,1,0,0,1,0.9355930845542753
synthetic,synthetic_legitimate_2479442786640.eml,it,0,0,1,127,30,0,1,1,1,1,0,0.13849506494252878
synthetic,synthetic_phishing_2479442837968.eml,it,2,1,4,259,38,1,0,0,0,0,1,0.8373662591513981
synthetic,synthetic_phishing_2479442828304.eml,it,2,1,6,250,47,1,0,0,0,0,1,0.8201019241666736
synthetic,synthetic_legitimate_2479442774736.eml,it,0,0,0,183,37,0,0,1,1,0,0,0.26601090043408987
synthetic,synthetic_phishing_2479442838928.eml,it,1,1,3,160,28,1,1,0,0,0,1,0.821449857744068
synthetic,synthetic_phishing_2479442825616.eml,it,3,1,1,207,31,1,1,0,1,0,1,0.9065433924057813
synthetic,synthetic_legitimate_2479442851408.eml,it,0,0,0,131,27,0,0,1,1,0,0,0.24759861280444967
synthetic,synthetic_phishing_2479442837584.eml,it,4,1,1,212,67,1,0,0,0,0,1,0.860375094160155
synthetic,synthetic_phishing_2479442818832.eml,it,4,1,2,237,59,1,0,0,0,0,1,0.8398111035849005
synthetic,synthetic_legitimate_2479442775696.eml,it,0,1,0,171,23,0,0,1,0,0,0,0.3985255491715195
synthetic,synthetic_phishing_2479442834256.eml,it,1,2,4,204,56,1,0,1,0,0,1,0.8777166443228744
synthetic,synthetic_phishing_2479442836176.eml,it,1,1,3,179,34,1,0,0,0,0,1,0.8846863038387804
synthetic,synthetic_phishing_2479442814416.eml,it,1,1,2,284,54,1,0,0,0,0,1,0.9123135437797589
synthetic,synthetic_phishing_2479442825232.eml,it,2,1,3,267,40,1,1,0,0,0,1,0.8821614520281437
synthetic,synthetic_legitimate_2479442777424.eml,it,0,0,2,127,39,0,0,1,0,1,0,0.39668621734656484
synthetic,synthetic_phishing_2479442543280.eml,it,5,2,2,226,48,1,0,0,0,0,1,0.7173888583531951
synthetic,synthetic_legitimate_2479442851600.eml,it,0,0,0,130,34,0,1,1,1,0,0,0.19552876914617345
synthetic,synthetic_legitimate_2479442847952.eml,it,0,0,0,129,31,0,0,1,0,0,0,0.3164011804899918
synthetic,synthetic_legitimate_2479442874960.eml,it,0,0,0,130,27,0,0,1,1,0,0,0.3964423197272444
synthetic,synthetic_legitimate_2479442779152.eml,it,0,0,1,127,30,0,0,1,1,0,0,0.3853661566781703
synthetic,synthetic_phishing_2479442822160.eml,it,1,1,4,162,45,1,0,0,0,0,1,0.7932117085555537
synthetic,synthetic_phishing_2479442820560.eml,it,4,1,4,239,45,1,0,1,0,0,1,0.7791803119792838
synthetic,synthetic_legitimate_2479442850448.eml,it,0,0,0,131,22,0,0,1,0,0,0,0.21238842529874058
synthetic,synthetic_legitimate_2479442784144.eml,it,0,0,1,176,41,0,0,1,1,1,0,0.21896341094851673
synthetic,synthetic_legitimate_2479442772048.eml,it,0,0,0,176,27,0,0,1,1,0,0,0.2275983052009713
synthetic,synthetic_legitimate_2479442849680.eml,it,0,0,0,174,30,0,0,1,0,1,0,0.3867311854303538
synthetic,synthetic_phishing_2479442836560.eml,it,2,2,2,234,28,1,1,0,0,0,1,0.8951838203856088
synthetic,synthetic_phishing_2479442819792.eml,it,4,1,1,202,59,1,1,0,0,0,1,0.9077382873078474
synthetic,synthetic_phishing_2479442839888.eml,it,3,1,1,192,38,1,0,1,0,0,1,0.9278161604390791
synthetic,synthetic_phishing_2479442835216.eml,it,1,1,3,171,59,1,1,0,0,0,1,0.9211805892121859
synthetic,synthetic_phishing_2479442810768.eml,it,1,1,4,145,54,1,1,0,0,0,1,0.9399844316666307
synthetic,synthetic_phishing_2479442818448.eml,it,1,1,6,251,55,1,1,0,0,0,1,0.8696154401395628
synthetic,synthetic_legitimate_2479442776848.eml,it,0,0,0,130,31,0,1,1,0,1,0,0.19325799970605823
synthetic,synthetic_legitimate_2479442783376.eml,it,0,0,1,126,36,0,1,1,0,0,0,0.2797084436779803
synthetic,synthetic_phishing_2479441981520.eml,it,2,1,4,258,38,1,0,0,0,0,1,0.8787815618459709
synthetic,synthetic_phishing_2479442813264.eml,it,3,2,4,229,46,1,0,0,0,0,1,0.7553770718722173
synthetic,synthetic_legitimate_2479442850064.eml,it,0,0,1,126,31,0,1,1,0,0,0,0.3803085407978757
synthetic,synthetic_legitimate_2479442852752.eml,it,0,0,1,174,38,0,0,1,1,0,0,0.3230763586400356
synthetic,synthetic_phishing_2479441113552.eml,it,4,1,2,229,59,1,0,0,0,0,1,0.8498137142857682
synthetic,synthetic_phishing_2479441115664.eml,it,3,1,2,224,47,1,0,0,0,0,1,0.8303087612175928
synthetic,synthetic_phishing_2479442817104.eml,it,4,1,4,252,50,1,1,0,0,0,1,0.7043026602322099
synthetic,synthetic_legitimate_2479442774544.eml,it,0,0,1,126,31,0,0,0,0,1,0,0.2076548729156383
synthetic,synthetic_legitimate_2479442870352.eml,it,0,0,1,131,46,0,0,1,1,0,0,0.28624618495600485
synthetic,synthetic_phishing_2479442836368.eml,it,1,2,4,186,42,1,0,0,0,0,1,0.73362210425404
synthetic,synthetic_phishing_2479442836944.eml,it,2,1,5,236,55,1,0,0,0,0,1,0.7784992711713372
synthetic,synthetic_phishing_2479442829072.eml,it,2,1,5,256,45,1,0,0,1,0,1,0.7938008270696632
synthetic,synthetic_legitimate_2479442775888.eml,it,0,0,0,131,31,0,1,1,1,0,0,0.3486966844662676
synthetic,synthetic_phishing_2479441115856.eml,it,1,1,4,273,47,1,1,0,0,0,1,0.8649888099723655
synthetic,synthetic_legitimate_2479442779536.eml,it,0,1,0,130,23,0,1,0,1,1,0,0.33429719014845866
synthetic,synthetic_phishing_2479442041568.eml,it,2,1,1,238,42,1,0,0,0,0,1,0.9141930936858168
synthetic,synthetic_phishing_2479442837136.eml,it,3,1,4,261,59,1,0,0,0,0,1,0.8879844846289542
synthetic,synthetic_legitimate_2479442853712.eml,it,0,0,0,131,27,0,0,0,0,0,0,0.3059629057213914
synthetic,synthetic_phishing_2479442817488.eml,it,3,1,1,225,34,1,0,1,1,0,1,0.8313428359480575
synthetic,synthetic_phishing_2479442831376.eml,it,1,1,5,150,47,1,0,0,0,0,1,0.7077063495898511
synthetic,synthetic_phishing_2479441114896.eml,it,1,1,5,242,46,1,0,0,1,0,1,0.9347849342067949
synthetic,synthetic_phishing_2479442837328.eml,it,3,2,1,237,38,1,0,0,0,0,1,0.7379834782689764
synthetic,synthetic_legitimate_2479442846992.eml,it,0,0,1,131,35,0,0,1,1,1,0,0.24713252239454714
synthetic,synthetic_legitimate_2479442786832.eml,it,0,0,1,127,27,0,0,1,1,1,0,0.10734720743802856
synthetic,synthetic_legitimate_2479442785872.eml,it,0,0,0,131,36,0,0,1,1,0,0,0.39775873796989647
synthetic,synthetic_phishing_2479442154896.eml,it,2,2,2,226,36,1,1,0,0,0,1,0.8533807864560842
synthetic,synthetic_phishing_2479442806160.eml,it,4,1,1,206,34,1,0,1,1,0,1,0.8252860593012745
synthetic,synthetic_legitimate_2479442852176.eml,it,0,0,0,181,31,0,0,0,0,0,0,0.12877471954550895
synthetic,synthetic_phishing_2479441103376.eml,it,3,2,4,215,55,1,0,0,0,0,1,0.8578319993777868
synthetic,synthetic_phishing_2479442821200.eml,it,4,2,2,209,56,1,0,1,1,0,1,0.9299490439670497
synthetic,synthetic_phishing_2479442844112.eml,it,4,2,2,220,41,1,0,1,0,0,1,0.8687154150046836
synthetic,synthetic_phishing_2479442812112.eml,it,2,1,4,231,54,1,1,1,1,0,1,0.9358732889261955
synthetic,synthetic_phishing_2479442807120.eml,it,3,2,5,280,48,1,0,0,0,0,1,0.9392578093046388
synthetic,synthetic_phishing_2479442841424.eml,it,1,1,6,152,47,1,0,0,0,0,1,0.838210775523922
synthetic,synthetic_phishing_2479442818256.eml,it,1,1,3,173,30,1,1,1,0,0,1,0.7446194453627684
synthetic,synthetic_legitimate_2479442775312.eml,it,0,0,1,126,36,0,0,1,0,1,0,0.33183304910177114
synthetic,synthetic_legitimate_2479442848528.eml,it,0,0,0,172,27,0,1,0,0,0,0,0.3846611804770007
synthetic,synthetic_legitimate_2479442772240.eml,it,0,0,1,127,27,0,0,1,1,0,0,0.1890570065424919
synthetic,synthetic_legitimate_2479442787024.eml,it,0,0,1,127,27,0,1,0,1,0,0,0.19354925575201137
synthetic,synthetic_phishing_2479442841616.eml,it,1,1,4,155,50,1,0,0,0,0,1,0.8271800564002036
synthetic,synthetic_legitimate_2479442846608.eml,it,0,0,0,131,27,0,0,1,1,1,0,0.38100339782498804
synthetic,synthetic_phishing_2479442828688.eml,it,1,1,4,169,59,1,0,0,0,0,1,0.8236252586228978
synthetic,synthetic_phishing_2479441915696.eml,it,2,1,4,229,42,1,0,1,0,0,1,0.8145392464792356
synthetic,synthetic_legitimate_2479442849296.eml,it,0,0,1,127,34,0,1,1,1,0,0,0.10964991856672575
synthetic,synthetic_legitimate_2479442870736.eml,it,0,0,1,127,30,0,0,0,1,1,0,0.12330480540711083
synthetic,synthetic_phishing_2479442816528.eml,it,3,1,3,226,68,1,0,1,0,0,1,0.8092041261097462
synthetic,synthetic_phishing_2479442805200.eml,it,5,1,1,220,45,1,0,1,0,0,1,0.8930111096820081
synthetic,synthetic_phishing_2479442809808.eml,it,2,1,4,278,59,1,0,1,0,0,1,0.7809987591405116
synthetic,synthetic_phishing_2479442842384.eml,it,1,1,4,149,34,1,0,1,0,0,1,0.8391186387829346
synthetic,synthetic_legitimate_2479442848720.eml,it,0,1,1,126,23,0,1,1,0,0,0,0.3436845286930771
synthetic,synthetic_legitimate_2479442852368.eml,it,0,0,0,130,31,0,1,1,0,0,0,0.22894412796075436
synthetic,synthetic_phishing_2479442806736.eml,it,1,1,4,158,47,1,0,0,1,0,1,0.8524830619862904
synthetic,synthetic_phishing_2479442829840.eml,it,4,1,3,211,59,1,0,0,0,0,1,0.7268247961920842
synthetic,synthetic_legitimate_2479442872848.eml,it,0,0,0,182,27,0,1,1,1,0,0,0.2515542644186721
synthetic,synthetic_legitimate_2479442851216.eml,it,0,0,1,127,28,0,1,1,1,1,0,0.34531122484368776
synthetic,synthetic_phishing_2479442830992.eml,it,3,1,2,208,28,1,0,0,0,0,1,0.8325643087445547
synthetic,synthetic_phishing_2479442809232.eml,it,2,1,3,260,40,1,0,0,1,0,1,0.7870450151713423
synthetic,synthetic_phishing_2479442832144.eml,it,1,2,3,283,26,1,0,1,0,0,1,0.9426742767051224
synthetic,synthetic_phishing_2479442842576.eml,it,2,2,7,267,32,1,0,1,0,0,1,0.7398482112888086
synthetic,synthetic_phishing_2479442810192.eml,it,1,1,5,300,47,1,1,0,0,0,1,0.8875135081066154
synthetic,synthetic_phishing_2479442811920.eml,it,2,1,6,259,45,1,0,0,1,0,1,0.9026038261838449
synthetic,synthetic_phishing_2479442823696.eml,it,1,2,5,169,46,1,0,0,0,0,1,0.8466256976805749
synthetic,synthetic_phishing_2479441112016.eml,it,1,1,3,160,38,1,0,0,0,0,1,0.8906857299511294
synthetic,synthetic_legitimate_2479442786448.eml,it,0,0,1,127,27,0,1,1,0,1,0,0.23690769655194494
synthetic,synthetic_phishing_2479442833680.eml,it,3,1,2,276,30,1,0,0,0,0,1,0.8868073665766067
synthetic,synthetic_legitimate_2479442847184.eml,it,0,0,0,174,27,0,1,1,0,1,0,0.3472768394241331
synthetic,synthetic_legitimate_2479442853328.eml,it,0,0,0,131,30,0,1,1,0,1,0,0.3696302487882801
synthetic,synthetic_phishing_2479442843536.eml,it,3,2,5,264,30,1,1,0,0,0,1,0.8677491630446512
synthetic,synthetic_phishing_2479442810000.eml,it,4,1,3,252,48,1,1,1,0,0,1,0.8176477321169111
synthetic,synthetic_phishing_2479441115472.eml,it,3,1,3,246,30,1,0,0,1,0,1,0.7045097612982072
synthetic,synthetic_phishing_2479442832720.eml,it,4,1,3,207,65,1,0,1,0,0,1,0.9266315281152292
synthetic,synthetic_phishing_2479442015888.eml,it,3,1,2,222,45,1,0,1,0,0,1,0.8163868481827229
synthetic,synthetic_phishing_2479442829648.eml,it,1,1,3,256,54,1,1,1,1,0,1,0.7322258613803149
synthetic,synthetic_legitimate_2479442783184.eml,it,0,0,0,130,32,0,0,0,0,1,0,0.3944597389385389
synthetic,synthetic_legitimate_2479442772816.eml,it,0,0,2,127,47,0,1,1,0,1,0,0.1267437555888059
synthetic,synthetic_legitimate_2479442850640.eml,it,0,0,0,177,31,0,1,0,0,1,0,0.2428184561046502
synthetic,synthetic_legitimate_2479442787216.eml,it,0,0,1,177,41,0,0,0,0,0,0,0.36436405142371175
synthetic,synthetic_phishing_2479441114704.eml,it,4,2,1,203,34,1,1,0,0,0,1,0.7234427040453102
synthetic,synthetic_phishing_2479442825808.eml,it,1,1,4,149,40,1,1,0,0,0,1,0.8331359722019407
synthetic,synthetic_legitimate_2479442847568.eml,it,0,0,0,131,25,0,1,0,1,1,0,0.11316752791795032
synthetic,synthetic_phishing_2479442822928.eml,it,2,1,3,266,38,1,0,0,0,0,1,0.729290935655943
synthetic,synthetic_legitimate_2479442853520.eml,it,0,0,1,127,22,0,0,1,1,1,0,0.12914187592030724
synthetic,synthetic_legitimate_2479442777616.eml,it,0,0,1,127,27,0,0,0,1,1,0,0.15526944849288887
synthetic,synthetic_phishing_2479442825040.eml,it,2,1,1,225,47,1,0,0,1,0,1,0.8991748109642916
synthetic,synthetic_phishing_2479442830416.eml,it,4,1,1,208,59,1,0,0,0,0,1,0.8154368805140075
synthetic,synthetic_legitimate_2479442776080.eml,it,0,0,0,175,27,0,1,1,0,1,0,0.30036782692033354
synthetic,synthetic_phishing_2479442820176.eml,it,1,1,3,171,53,1,0,0,0,0,1,0.8924947470143648
synthetic,synthetic_legitimate_2479442783568.eml,it,0,0,0,131,27,0,0,1,0,0,0,0.3810098832780643
synthetic,synthetic_legitimate_2479442851792.eml,it,0,0,0,175,31,0,1,0,1,0,0,0.3472382050923039
synthetic,synthetic_phishing_2479442834448.eml,it,1,1,4,155,40,1,0,1,0,0,1,0.8165774575156293
synthetic,synthetic_phishing_2479442839120.eml,it,1,2,6,166,60,1,0,0,1,0,1,0.9485901813190251
synthetic,synthetic_phishing_2479442840272.eml,it,4,2,1,193,42,1,0,0,0,0,1,0.7124467860725155
synthetic,synthetic_phishing_2479442817680.eml,it,2,1,5,231,46,1,0,0,0,0,1,0.9185208351001608
synthetic,synthetic_phishing_2479442812688.eml,it,3,2,2,212,58,1,0,0,1,0,1,0.7319800494017741
synthetic,synthetic_legitimate_2479442782416.eml,it,0,1,1,127,23,0,1,1,1,1,0,0.19295586382410196
synthetic,synthetic_legitimate_2479442784720.eml,it,0,0,0,131,30,0,1,0,1,0,0,0.2662107165960258
synthetic,synthetic_legitimate_2479442781072.eml,it,0,0,1,127,25,0,0,1,0,0,0,0.25494362332591947
synthetic,synthetic_legitimate_2479442781456.eml,it,0,0,0,176,35,0,0,0,1,1,0,0.22123965624396097
synthetic,synthetic_phishing_2479442497888.eml,it,3,1,3,240,34,1,0,1,1,0,1,0.7477513758815988
synthetic,synthetic_legitimate_2479442850832.eml,it,0,0,1,127,34,0,0,0,1,0,0,0.34155140491905767
synthetic,synthetic_phishing_2479442821776.eml,it,1,1,3,203,67,1,0,1,0,0,1,0.7408954861169645
synthetic,synthetic_legitimate_2479442787408.eml,it,0,0,1,126,28,0,1,1,1,1,0,0.14678566018175848
synthetic,synthetic_phishing_2479442831568.eml,it,4,1,1,211,30,1,0,0,0,0,1,0.8150457613494795
synthetic,synthetic_phishing_2479442845648.eml,it,1,1,3,178,58,1,0,0,0,0,1,0.8623991129693349
synthetic,synthetic_legitimate_2479442851984.eml,it,0,0,1,127,22,0,1,1,1,1,0,0.14321804129990148
synthetic,synthetic_phishing_2479442841808.eml,it,5,2,2,212,44,1,1,1,0,0,1,0.875921749487944
synthetic,synthetic_phishing_2479442831184.eml,it,1,3,5,173,47,1,0,1,1,0,1,0.868775399534711
synthetic,synthetic_legitimate_2479442785488.eml,it,0,0,1,127,30,0,1,0,1,0,0,0.3014051218581798
synthetic,synthetic_phishing_2479442812880.eml,it,3,2,4,265,42,1,0,0,1,0,1,0.8535144435631569
synthetic,synthetic_phishing_2479442844496.eml,it,3,1,3,251,67,1,0,1,0,0,1,0.7955625402862515
synthetic,synthetic_phishing_2479442814032.eml,it,1,2,4,173,44,1,0,1,0,0,1,0.7212383915977593
synthetic,synthetic_phishing_2479442843920.eml,it,1,1,3,167,22,1,0,0,0,0,1,0.8189743400189938
synthetic,synthetic_phishing_2479442844688.eml,it,1,2,5,166,38,1,0,1,1,0,1,0.8791573570280713
synthetic,synthetic_phishing_2479442838736.eml,it,1,1,3,181,30,1,0,0,0,0,1,0.7543740216599996
synthetic,synthetic_legitimate_2479442849104.eml,it,0,0,2,126,36,0,0,1,1,0,0,0.23244174182609903
synthetic,synthetic_legitimate_2479442787792.eml,it,0,0,0,131,31,0,0,0,0,0,0,0.25596112902595836
synthetic,synthetic_phishing_2479442806544.eml,it,4,2,2,235,49,1,0,1,1,0,1,0.7683125886954169
synthetic,synthetic_phishing_2479442808464.eml,it,5,1,1,209,45,1,1,0,1,0,1,0.7826356141300274
synthetic,synthetic_legitimate_2479442785296.eml,it,0,0,0,132,27,0,0,0,1,0,0,0.31245101125549213
synthetic,synthetic_phishing_2479442842000.eml,it,5,1,1,211,62,1,0,0,1,0,1,0.9001256079111919
synthetic,synthetic_phishing_2479442813456.eml,it,4,1,3,216,62,1,1,0,0,0,1,0.8481744476803508
synthetic,synthetic_legitimate_2479442873040.eml,it,0,1,0,181,23,0,1,1,0,1,0,0.1382124485356313
synthetic,synthetic_phishing_2479442818640.eml,it,3,2,4,224,38,1,1,0,1,0,1,0.7428677749297486
synthetic,synthetic_phishing_2479442816144.eml,it,3,2,1,229,44,1,0,0,0,0,1,0.8413386772460705
synthetic,synthetic_phishing_2479442839312.eml,it,2,1,2,226,25,1,0,1,0,0,1,0.7488765792987275
synthetic,synthetic_phishing_2479442826192.eml,it,3,1,3,283,47,1,1,0,0,0,1,0.9035321856928346
synthetic,synthetic_phishing_2479442827920.eml,it,4,2,4,250,45,1,0,1,1,0,1,0.7634727600304447
synthetic,synthetic_legitimate_2479442852560.eml,it,0,0,0,183,37,0,1,1,0,0,0,0.2242497964864894
synthetic,synthetic_phishing_2479441115088.eml,it,4,1,3,220,30,1,0,0,1,0,1,0.9273963122680882
synthetic,synthetic_legitimate_2479442872080.eml,it,0,0,2,127,47,0,0,1,1,0,0,0.20631305268913316
synthetic,synthetic_phishing_2479442017456.eml,it,3,1,3,213,59,1,0,0,1,0,1,0.8800035795697146
synthetic,synthetic_phishing_2479442836752.eml,it,3,2,1,228,43,1,0,1,0,0,1,0.8620264358156395
synthetic,synthetic_phishing_2479441114512.eml,it,1,1,3,256,23,1,1,0,0,0,1,0.857334030416091
synthetic,synthetic_phishing_2479442824464.eml,it,3,1,2,218,38,1,0,0,0,0,1,0.7801477172289304
synthetic,synthetic_legitimate_2479442784912.eml,it,0,0,0,131,36,0,0,0,0,0,0,0.10929336504803544
synthetic,synthetic_phishing_2479442824848.eml,it,1,2,4,178,30,1,0,0,0,0,1,0.9258036747021153
synthetic,synthetic_phishing_2479442817296.eml,it,1,1,5,162,45,1,1,0,1,0,1,0.8340969931851049
synthetic,synthetic_phishing_2479442833296.eml,it,2,1,3,253,56,1,0,0,0,0,1,0.814625588841219
synthetic,synthetic_phishing_2479442828112.eml,it,1,1,3,163,38,1,1,0,1,0,1,0.922065403207087
synthetic,synthetic_legitimate_2479442776656.eml,it,0,0,1,126,30,0,0,0,1,0,0,0.2031192474640633
synthetic,synthetic_legitimate_2479442782224.eml,it,0,0,0,171,22,0,0,1,0,1,0,0.2395288445932431
synthetic,synthetic_phishing_2479442807504.eml,it,5,2,3,228,56,1,1,1,0,0,1,0.760796616980959
synthetic,synthetic_phishing_2479441114128.eml,it,2,1,3,185,48,1,0,0,0,0,1,0.7528022682873083
synthetic,synthetic_phishing_2479442814800.eml,it,2,1,4,267,68,1,0,0,0,0,1,0.7790915290861893
synthetic,synthetic_phishing_2479442835984.eml,it,2,1,5,290,59,1,1,0,1,0,1,0.8950621137824769
synthetic,synthetic_phishing_2479442842960.eml,it,3,1,3,216,47,1,0,1,0,0,1,0.7339774429379945
synthetic,synthetic_phishing_2479442815376.eml,it,2,1,3,241,59,1,1,1,0,0,1,0.8035381283632347
synthetic,synthetic_legitimate_2479442781264.eml,it,0,0,1,174,38,0,0,0,0,1,0,0.3560555873134347
synthetic,synthetic_legitimate_2479442786256.eml,it,0,1,0,176,23,0,1,1,1,1,0,0.2254144667569885
synthetic,synthetic_legitimate_2479442872656.eml,it,0,0,0,130,27,0,0,0,0,0,0,0.2278685693755385
synthetic,synthetic_phishing_2479442816720.eml,it,3,1,4,279,61,1,0,0,0,0,1,0.7517593041510127
synthetic,synthetic_legitimate_2479442779728.eml,it,0,0,1,127,22,0,0,0,0,1,0,0.18790291738827375
synthetic,synthetic_phishing_2479442832912.eml,it,2,1,4,157,45,1,1,0,0,0,1,0.7751370815861428
synthetic,synthetic_phishing_2479442828880.eml,it,2,1,2,195,55,1,0,1,0,0,1,0.9096015869847066
synthetic,synthetic_phishing_2479442837776.eml,it,1,1,5,171,44,1,1,0,0,0,1,0.9152507418821099
synthetic,synthetic_phishing_2479442807312.eml,it,1,1,3,160,28,1,0,0,1,0,1,0.7455969659419452
synthetic,synthetic_legitimate_2479442785104.eml,it,0,0,0,174,27,0,0,1,1,0,0,0.10916571647547911
synthetic,synthetic_phishing_2479442843344.eml,it,1,1,4,252,38,1,0,1,0,0,1,0.7386282831035882
synthetic,synthetic_phishing_2479442845840.eml,it,1,1,3,171,54,1,0,1,0,0,1,0.8692372370088569
synthetic,synthetic_legitimate_2479442773584.eml,it,0,1,1,127,23,0,1,1,1,1,0,0.35028426006599156
synthetic,synthetic_legitimate_2479442872464.eml,it,0,0,0,131,36,0,1,1,1,1,0,0.2208981759230749
synthetic,synthetic_phishing_2479442809424.eml,it,4,2,2,216,30,1,1,1,0,0,1,0.7770831396018663
synthetic,synthetic_phishing_2479442832336.eml,it,4,2,4,253,50,1,0,1,0,0,1,0.804982892663388
synthetic,synthetic_legitimate_2479442778192.eml,it,0,0,0,177,30,0,0,1,0,1,0,0.27990944731100464
synthetic,synthetic_legitimate_2479442848912.eml,it,0,0,0,172,31,0,0,1,0,1,0,0.25551482286925126
synthetic,synthetic_phishing_2479442824272.eml,it,2,1,2,222,60,1,1,1,0,0,1,0.7245164097501171
synthetic,synthetic_phishing_2479441116432.eml,it,1,1,4,187,30,1,1,1,1,0,1,0.8035042333842131
synthetic,synthetic_phishing_2479441915936.eml,it,2,1,4,275,55,1,0,0,1,0,1,0.8026465716158808
synthetic,synthetic_phishing_2479442823504.eml,it,1,1,5,145,33,1,0,0,0,0,1,0.8772559873899965
synthetic,synthetic_legitimate_2479442777232.eml,it,0,0,0,131,37,0,0,0,0,1,0,0.28967554171766374
synthetic,synthetic_legitimate_2479442782608.eml,it,0,0,0,172,36,0,0,0,0,1,0,0.16420904491036495
synthetic,synthetic_phishing_2479442819600.eml,it,3,1,2,227,54,1,0,1,0,0,1,0.8226294376815813
synthetic,synthetic_legitimate_2479442850256.eml,it,0,0,0,131,31,0,0,1,0,1,0,0.3932931607959689
synthetic,synthetic_phishing_2479442816912.eml,it,3,1,4,242,34,1,1,1,0,0,1,0.8695428040793084
synthetic,synthetic_legitimate_2479442780112.eml,it,0,0,0,176,31,0,1,0,1,0,0,0.27896528083446825
synthetic,synthetic_phishing_2479442826960.eml,it,3,1,3,209,32,1,0,1,1,0,1,0.7812264708872816
synthetic,synthetic_legitimate_2479442848336.eml,it,0,0,1,127,30,0,1,1,0,0,0,0.14190065858393094
synthetic,synthetic_legitimate_2479442774160.eml,it,0,0,1,127,27,0,0,1,1,0,0,0.28478185046612814
synthetic,synthetic_phishing_2479442839696.eml,it,4,1,1,209,61,1,0,0,1,0,1,0.8058686536704042
synthetic,synthetic_phishing_2479441115280.eml,it,1,1,3,242,38,1,0,1,1,0,1,0.8864994507361572
synthetic,synthetic_phishing_2479442841040.eml,it,4,1,2,215,50,1,0,1,0,0,1,0.8847102761611816
synthetic,synthetic_phishing_2479442829264.eml,it,2,2,4,278,44,1,0,1,1,0,1,0.705646282305922
